timestamp,throttle,brake,steer,joint_states,position_x,position_y,orientation_z,linear_velocity_x,angular_velocity_z
73.34000000,0.0,0.14,0.0,"0.00,2.23,2.25,-0.11,-0.11,-0.01,-0.02",0.9459921087910746,-0.030089478395510738,0.6953210575341217,0.0005297778968921599,0.00190389984787484
73.195000000,0.0,0.16,0.0,"0.00,2.23,2.25,-0.11,-0.11,-0.01,-0.02",0.944515177122844,-0.030039403775873493,0.695291040639334,0.008895479436437871,0.005759311817170331
73.266000000,0.0,0.18,0.0,"0.00,2.23,2.25,-0.11,-0.11,-0.01,-0.02",0.9438644183702032,-0.03001730931867223,0.6952775227101542,-0.01052810751200976,0.021929209388614132
73.366000000,0.0,0.16,0.0,"0.00,2.23,2.25,-0.11,-0.11,-0.01,-0.02",0.9429478501014124,-0.029986186851029356,0.695258748559423,-0.012808560151992592,0.001291810737395606
73.433000000,0.0,0.18,0.0,"0.00,2.23,2.25,-0.11,-0.11,-0.01,-0.02",0.9423336063345858,-0.029965291833375433,0.6952463483803911,0.0031680887512456936,0.00026471418089062386
73.530000000,0.0,0.19999999999999998,0.0,"0.00,2.23,2.25,-0.11,-0.11,-0.01,-0.02",0.9414724697325163,-0.029936007498845504,0.6952286883783799,-0.00022004270593615604,0.013730420736238216
73.610000000,0.0,0.21999999999999997,0.0,"0.00,2.23,2.25,-0.11,-0.11,-0.01,-0.02",0.940712614792075,-0.029910133106920006,0.6952128977043326,0.002942129469435322,0.00879845437638336
73.787000000,0.0,0.23999999999999996,0.0,"0.00,2.23,2.24,-0.11,-0.11,-0.01,-0.02",0.9390920324540402,-0.029854934820278234,0.695179808294832,0.0006245192473592369,0.0007536471059710921
73.877000000,0.0,0.25999999999999995,0.0,"0.00,2.23,2.24,-0.11,-0.11,-0.01,-0.02",0.938259610131285,-0.029826525896161304,0.695162496367157,-0.00868855982466577,-0.010435818877600127
73.974000000,0.0,0.27999999999999997,0.0,"0.00,2.22,2.24,-0.11,-0.11,-0.01,-0.02",0.9373720308984431,-0.02979624593235775,0.6951444336234435,-0.00598585795898765,0.02522671039982092
74.58000000,0.0,0.3,0.0,"0.00,2.22,2.24,-0.11,-0.11,-0.01,-0.02",0.9366038875215451,-0.02977001550437706,0.6951286220830913,-0.0037867754429780557,0.0014474689845984867
74.151000000,0.0,0.25999999999999995,0.0,"0.00,2.22,2.24,-0.11,-0.11,-0.01,-0.02",0.935753922567119,-0.02974094331012247,0.6951109158678348,0.001551700226766567,0.012239216198551265
74.228000000,0.0,0.25999999999999995,0.0,"0.00,2.22,2.24,-0.11,-0.11,-0.01,-0.02",0.9350499366222413,-0.029716905448988584,0.695096609305717,-0.018079735075558313,0.010807701907973663
74.321000000,0.0,0.27999999999999997,0.0,"0.00,2.22,2.24,-0.11,-0.11,-0.01,-0.02",0.9342093226534196,-0.02968813554092087,0.6950792735331172,-0.003733718757203001,-0.00038023266936804823
74.414000000,0.0,0.3,0.0,"0.00,2.22,2.24,-0.11,-0.11,-0.01,-0.02",0.9333783684307908,-0.02965966082996962,0.6950619291134522,-0.017256064290900014,0.004614438964310785
74.590000000,0.0,0.32,0.0,"0.00,2.22,2.24,-0.11,-0.11,-0.01,-0.02",0.9317437925632053,-0.02960363627316095,0.6950283644715886,-0.014923874663446895,0.011138769967053996
74.653000000,0.0,0.32,0.0,"0.00,2.22,2.24,-0.11,-0.11,-0.01,-0.02",0.9311690442718802,-0.029583873264893572,0.695016280643364,-0.010112897376955582,0.008513943714851308
74.750000000,0.0,0.32,0.0,"0.00,2.22,2.24,-0.10,-0.11,-0.01,-0.02",0.930283706858623,-0.029553489016145983,0.6949981659665159,-0.019537391894109732,0.006989009219692339
74.840000000,0.0,0.36000000000000004,0.0,"0.00,2.22,2.24,-0.10,-0.11,-0.01,-0.02",0.9294721504678533,-0.029525585326843684,0.6949811720397204,-0.009030819897661385,-0.001275897509415237
74.920000000,0.0,0.36000000000000004,0.0,"0.00,2.22,2.24,-0.10,-0.11,-0.01,-0.02",0.9287426715489555,-0.029500508662578008,0.6949660660702939,-0.014656880581525398,0.005918607042664842
75.70000000,0.0,0.34,0.0,"0.00,2.22,2.24,-0.10,-0.11,-0.01,-0.02",0.9274117424294969,-0.029454696084606814,0.6949384803804228,-0.004436625330077539,0.0022778317926392786
75.161000000,0.0,0.36000000000000004,0.0,"0.00,2.22,2.24,-0.10,-0.11,-0.01,-0.02",0.9265369775496437,-0.029424567662899505,0.6949203362904075,-0.00939163882408719,-0.021966094681999084
75.240000000,0.0,0.36000000000000004,0.0,"0.00,2.22,2.24,-0.10,-0.11,-0.01,-0.02",0.9258170911811849,-0.02939976961978527,0.6949055913605189,0.005665601516315512,0.009895751698976024
75.331000000,0.0,0.36000000000000004,0.0,"0.00,2.22,2.23,-0.10,-0.11,-0.01,-0.02",0.9249974503933817,-0.029371496308060296,0.6948885690582255,-0.030584030912422976,-0.009238386891087785
75.412000000,0.0,0.38000000000000006,0.0,"0.00,2.22,2.23,-0.10,-0.11,-0.01,-0.02",0.9242602490561589,-0.02934605877584379,0.6948730586650438,-0.013827249309001796,0.007496849609655312
75.542000000,0.0,0.4000000000000001,0.0,"0.00,2.22,2.23,-0.10,-0.11,-0.01,-0.02",0.9230224566712842,-0.029303300327599792,0.6948473179832588,-0.014157884193165642,0.004709323251408707
75.665000000,0.0,0.4200000000000001,0.0,"0.00,2.22,2.23,-0.10,-0.11,-0.01,-0.02",0.9219577059292416,-0.029266489236883294,0.6948253513922776,0.006092958035891266,-0.003641318221176744
